grade,Marbling,Color,Texture,Surface_Moisture,Total,image_path
등심2,8.0,8.0,6.0,6.0,6.0,./meat_dataset/등심2/등심2_00809.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00810.jpg
등심2,6.0,4.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_00811.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00812.jpg
등심2,4.0,6.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00813.jpg
등심2,8.0,6.0,6.0,4.0,8.0,./meat_dataset/등심2/등심2_00814.jpg
등심2,8.0,4.0,8.0,4.0,8.0,./meat_dataset/등심2/등심2_00815.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00816.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00817.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00818.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00819.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00820.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00821.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00822.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00823.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00824.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00825.jpg
등심2,8.0,6.0,6.0,4.0,8.0,./meat_dataset/등심2/등심2_00826.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00827.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00828.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00829.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00830.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00831.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00832.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00833.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00834.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00835.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00836.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00837.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00838.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00839.jpg
등심2,8.0,4.0,8.0,4.0,8.0,./meat_dataset/등심2/등심2_00840.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00841.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00842.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00843.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00844.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00845.jpg
등심2,4.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00846.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00847.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00848.jpg
등심2,8.0,6.0,6.0,4.0,8.0,./meat_dataset/등심2/등심2_00849.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00850.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00851.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00852.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00853.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00854.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00855.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00856.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00857.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00858.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00859.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00860.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00861.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00862.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00863.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00864.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00865.jpg
등심2,8.0,4.0,8.0,4.0,8.0,./meat_dataset/등심2/등심2_00866.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00867.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00868.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00869.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00870.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00871.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00872.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00873.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00874.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00875.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00876.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00877.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00878.jpg
등심2,8.0,6.0,6.0,4.0,8.0,./meat_dataset/등심2/등심2_00879.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00880.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00881.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00882.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00883.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00884.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00885.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00886.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00887.jpg
등심2,8.0,6.0,6.0,4.0,8.0,./meat_dataset/등심2/등심2_00888.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00889.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00890.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00891.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00892.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00893.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00894.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00895.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00896.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00897.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00898.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00899.jpg
등심2,6.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00900.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00901.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00902.jpg
등심2,4.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00903.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00904.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00905.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00906.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00907.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00908.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00909.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00910.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00911.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00912.jpg
등심2,8.0,6.0,6.0,4.0,8.0,./meat_dataset/등심2/등심2_00913.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00914.jpg
등심2,8.0,6.0,6.0,4.0,8.0,./meat_dataset/등심2/등심2_00915.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00916.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00917.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00918.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00919.jpg
등심2,2.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00920.jpg
등심2,2.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00921.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00922.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00923.jpg
등심2,8.0,6.0,6.0,4.0,8.0,./meat_dataset/등심2/등심2_00924.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00925.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00926.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00927.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00928.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00929.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00930.jpg
등심2,8.0,6.0,6.0,4.0,8.0,./meat_dataset/등심2/등심2_00931.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00933.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00934.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00935.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00936.jpg
등심2,8.0,6.0,6.0,4.0,8.0,./meat_dataset/등심2/등심2_00937.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00938.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00939.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00940.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00941.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00942.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00943.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00944.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00945.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00946.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00947.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00948.jpg
등심2,4.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00949.jpg
등심2,4.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00950.jpg
등심2,4.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00951.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00952.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00953.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00954.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00955.jpg
등심2,8.0,4.0,8.0,4.0,8.0,./meat_dataset/등심2/등심2_00956.jpg
등심2,2.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00957.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00958.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00959.jpg
등심2,6.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00960.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00961.jpg
등심2,4.0,6.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00962.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00963.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00964.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00965.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00966.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00967.jpg
등심2,2.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00968.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00969.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00970.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00971.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00972.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00973.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00974.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00975.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00976.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00977.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00978.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00979.jpg
등심2,2.0,4.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00980.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00981.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00982.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00983.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00984.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00985.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00986.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_00987.jpg
등심2,4.0,4.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00988.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00989.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00990.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00991.jpg
등심2,8.0,8.0,6.0,6.0,8.0,./meat_dataset/등심2/등심2_00992.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00993.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00994.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00995.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_00996.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_00997.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00998.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_00999.jpg
등심2,2.0,8.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_01000.jpg
등심2,6.0,6.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01001.jpg
등심2,4.0,8.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01002.jpg
등심2,4.0,6.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01003.jpg
등심2,2.0,10.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01004.jpg
등심2,4.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01005.jpg
등심2,4.0,4.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_01006.jpg
등심2,6.0,6.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01007.jpg
등심2,2.0,8.0,4.0,6.0,2.0,./meat_dataset/등심2/등심2_01008.jpg
등심2,4.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01009.jpg
등심2,4.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01010.jpg
등심2,8.0,6.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01011.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_01012.jpg
등심2,6.0,10.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01013.jpg
등심2,2.0,10.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01014.jpg
등심2,4.0,10.0,6.0,8.0,2.0,./meat_dataset/등심2/등심2_01015.jpg
등심2,4.0,4.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01016.jpg
등심2,6.0,6.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01017.jpg
등심2,8.0,6.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01018.jpg
등심2,8.0,8.0,4.0,8.0,6.0,./meat_dataset/등심2/등심2_01019.jpg
등심2,6.0,6.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01020.jpg
등심2,6.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01021.jpg
등심2,4.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01022.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_01023.jpg
등심2,4.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01024.jpg
등심2,8.0,6.0,6.0,6.0,6.0,./meat_dataset/등심2/등심2_01025.jpg
등심2,4.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01026.jpg
등심2,4.0,6.0,4.0,6.0,4.0,./meat_dataset/등심2/등심2_01027.jpg
등심2,4.0,8.0,4.0,6.0,2.0,./meat_dataset/등심2/등심2_01028.jpg
등심2,4.0,10.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01029.jpg
등심2,6.0,10.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01030.jpg
등심2,6.0,8.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01031.jpg
등심2,4.0,10.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01032.jpg
등심2,2.0,8.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01033.jpg
등심2,4.0,8.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01034.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01035.jpg
등심2,4.0,8.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01036.jpg
등심2,8.0,6.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01037.jpg
등심2,4.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_01038.jpg
등심2,6.0,8.0,6.0,6.0,6.0,./meat_dataset/등심2/등심2_01039.jpg
등심2,6.0,6.0,6.0,6.0,6.0,./meat_dataset/등심2/등심2_01040.jpg
등심2,2.0,8.0,4.0,6.0,2.0,./meat_dataset/등심2/등심2_01041.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01042.jpg
등심2,4.0,8.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01043.jpg
등심2,6.0,6.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01044.jpg
등심2,6.0,6.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01045.jpg
등심2,6.0,8.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01046.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01047.jpg
등심2,6.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01048.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01049.jpg
등심2,6.0,8.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01050.jpg
등심2,4.0,6.0,4.0,4.0,6.0,./meat_dataset/등심2/등심2_01051.jpg
등심2,6.0,8.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_01052.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01053.jpg
등심2,4.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01054.jpg
등심2,4.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01055.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01056.jpg
등심2,6.0,8.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01057.jpg
등심2,8.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01058.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01059.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01060.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01061.jpg
등심2,4.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01062.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01063.jpg
등심2,8.0,6.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01064.jpg
등심2,6.0,6.0,8.0,4.0,8.0,./meat_dataset/등심2/등심2_01065.jpg
등심2,6.0,8.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01066.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01067.jpg
등심2,6.0,10.0,6.0,8.0,2.0,./meat_dataset/등심2/등심2_01068.jpg
등심2,8.0,4.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01069.jpg
등심2,6.0,6.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01070.jpg
등심2,2.0,10.0,4.0,8.0,2.0,./meat_dataset/등심2/등심2_01071.jpg
등심2,4.0,8.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01072.jpg
등심2,4.0,8.0,6.0,8.0,2.0,./meat_dataset/등심2/등심2_01073.jpg
등심2,6.0,6.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01074.jpg
등심2,6.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01075.jpg
등심2,6.0,8.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01076.jpg
등심2,8.0,10.0,6.0,6.0,6.0,./meat_dataset/등심2/등심2_01077.jpg
등심2,6.0,8.0,6.0,4.0,6.0,./meat_dataset/등심2/등심2_01078.jpg
등심2,6.0,6.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01079.jpg
등심2,6.0,6.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01080.jpg
등심2,6.0,4.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01081.jpg
등심2,6.0,8.0,8.0,6.0,4.0,./meat_dataset/등심2/등심2_01082.jpg
등심2,6.0,6.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01083.jpg
등심2,6.0,4.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01084.jpg
등심2,4.0,8.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01085.jpg
등심2,6.0,4.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01086.jpg
등심2,6.0,8.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01087.jpg
등심2,6.0,6.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01088.jpg
등심2,6.0,6.0,8.0,4.0,6.0,./meat_dataset/등심2/등심2_01089.jpg
등심2,4.0,4.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01090.jpg
등심2,6.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01091.jpg
등심2,4.0,4.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01092.jpg
등심2,6.0,10.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_01093.jpg
등심2,4.0,6.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01094.jpg
등심2,6.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01095.jpg
등심2,6.0,6.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01096.jpg
등심2,4.0,6.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01097.jpg
등심2,4.0,6.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01098.jpg
등심2,8.0,10.0,4.0,8.0,4.0,./meat_dataset/등심2/등심2_01099.jpg
등심2,6.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01100.jpg
등심2,6.0,8.0,6.0,6.0,4.0,./meat_dataset/등심2/등심2_01101.jpg
등심2,8.0,8.0,6.0,6.0,6.0,./meat_dataset/등심2/등심2_01102.jpg
등심2,8.0,8.0,6.0,6.0,6.0,./meat_dataset/등심2/등심2_01103.jpg
등심2,2.0,10.0,2.0,8.0,2.0,./meat_dataset/등심2/등심2_01104.jpg
등심2,6.0,8.0,6.0,4.0,4.0,./meat_dataset/등심2/등심2_01105.jpg
등심2,6.0,6.0,8.0,6.0,6.0,./meat_dataset/등심2/등심2_01106.jpg
